Sample	STAR_mqc-generalstats-star-uniquely_mapped_percent	STAR_mqc-generalstats-star-uniquely_mapped	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences	Salmon_mqc-generalstats-salmon-percent_mapped	Salmon_mqc-generalstats-salmon-num_mapped
panc.9.1.1_sel.align.gencode.v39.ucsc.rmsk.salmon.v1.6.0.sidx_2022-01-05-20.02.34-PST								72.75388675248917	3352470
panc.9.2.5_output_forward_paired			42.371570692706804	48.0	73.15920701690516	18.181818181818183	2021632.0		
panc.9.2.5_output_reverse_paired			41.71936443807092	48.0	72.93633064771433	18.181818181818183	2021632.0		
panc.9.2.5_second_pass_out	78.19	1580715.0							
panc.9.2.5_sel.align.gencode.v38.process.aware.salmon.v1.6.0.sidx_2021-12-17-18.07.18-PST								0.0	0
panc.9.2.5_sel.align.gencode.v38.salmon.v1.6.0.sidx_2021-12-16-22.28.43-PST								54.808293497530705	1108022
panc.9.2.5_sel.align.gencode.v38.ucsc.rmsk.salmon.v1.6.0.sidx_2021-12-17-14.33.58-PST								77.79081454982905	1572644
panc.9.2.5_sel.align.gencode.v39.process.aware.salmon.v1.6.0.sidx_2022-01-06-09.08.54-PST								76.65920404900595	1549767
panc.9.2.5_sel.align.gencode.v39.salmon.v1.6.0.sidx_2022-01-05-16.33.37-PST								54.91909506774725	1110262
panc.9.2.5_sel.align.gencode.v39.ucsc.rmsk.salmon.v1.6.0.sidx_2022-01-05-20.02.34-PST								77.81619008800811	1573157
rna_editing_hg38_star_2.7.9a_2021-12-18-22.16.46-PST_star_out	0.0	0.0							
